,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,CFID,CFPARAMS,BEST EFF,star
584,2412,Jiri Welsch,1610612744,GSW,23,37,12,25,0.324,6.2,0.5,2,0.253,0,0.1,0.25,0.6,0.8,0.759,0.3,0.4,0.8,0.7,0.5,0.2,0.1,0.2,0.9,0,1.6,0,3.9,0,0,40,40,33,44,52,56,50,58,40,45,34,35,41,19,40,56,54,33,47,45,50,40,49,11,53,18,52,16,2,5,"24,121,610,612,744",127,0
585,2121,Terrance Roberson,1610612766,CHH,24,3,3,0,1,4.1,0,0.7,0,0,0.3,0,0,0,0,0,0.3,0.3,0.3,0.7,0,0,0,1,0,0,-2,0.2,0,0,64,55,67,1,62,66,66,66,33,25,33,60,63,60,63,61,65,41,35,60,56,63,50,1,66,45,67,11,2,5,"21,211,610,612,766",,0
586,2567,Brian Cook,1610612747,LAL,23,35,23,12,0.657,12.5,1.9,4,0.475,0,0.1,0,0.6,0.8,0.75,0.9,2,2.9,0.6,0.5,0.5,0.5,0.1,1.8,0,4.4,-0.2,11,1,0,40,25,41,11,31,22,27,10,41,45,41,35,41,28,25,20,24,37,55,31,11,55,24,5,28,24,25,14,2,5,"25,671,610,612,747",135,0
587,200799,Guillermo Diaz,1610612746,LAC,23,6,2,4,0.333,3,0.2,0.7,0.25,0,0.2,0,0.5,0.8,0.6,0.3,0,0.3,0.2,0,0,0,0.2,0,0.5,0.8,0.7,1.5,0,0,56,56,52,44,64,63,63,60,38,37,38,42,39,46,47,64,62,55,59,55,51,48,64,51,63,12,62,20,1,5,"2,007,991,610,612,740",,0
588,201166,Aaron Brooks,1610612745,HOU,23,51,36,15,0.706,11.9,1.8,4.4,0.413,0.7,2.1,0.33,0.8,1,0.857,0.3,0.8,1.1,1.7,0.9,0.3,0.1,0.2,1.4,1,5.2,-0.1,9.2,0,0,28,10,35,12,31,27,26,36,7,7,10,28,32,5,51,46,47,7,25,39,44,43,31,27,26,23,32,20,1,5,"2,011,661,610,612,740",59,0
589,201573,Jerryd Bayless,1610612757,POR,20,53,34,19,0.642,12.4,1.3,3.6,0.365,0.1,0.5,0.259,1.6,1.9,0.806,0.2,0.9,1.1,1.5,1.1,0.3,0,0.5,1.5,1.5,4.3,-0.5,7.8,0,0,34,12,39,17,38,43,40,51,30,30,26,15,18,16,56,47,48,16,20,37,50,23,34,21,37,25,44,23,2,5,"2,015,731,610,612,750",146,0
590,202087,Alonzo Gee,1610612764,WAS,23,11,0,11,0,16.5,2.5,5.4,0.475,0.6,0.8,0.778,1.6,2.6,0.621,1.4,1.6,3,0.6,0.9,0.6,0.1,1.1,1.2,2.1,7.4,-0.5,13.2,1,0,51,53,44,53,24,26,25,19,17,28,1,13,6,44,8,29,17,33,29,15,42,2,34,7,22,25,23,15,5,5,"2,020,871,610,612,760",106,0
591,2365,Chris Andersen,1610612743,DEN,23,24,9,15,0.375,10.9,1,3.1,0.338,0,0.2,0,0.9,1.2,0.786,1.6,1.6,3.2,0.3,0.5,0.3,1.2,0.3,1.5,0,3,1.2,11.1,0,0,45,47,41,41,37,45,37,60,34,35,34,26,31,11,9,28,22,52,46,42,6,45,31,16,42,7,28,23,2,5,"23,651,610,612,743",110,0
592,2401,Nikoloz Tskitishvili,1610612743,DEN,20,81,16,65,0.198,16.3,1.4,4.9,0.293,0.5,1.9,0.243,0.6,0.8,0.738,0.8,1.4,2.2,1.1,1,0.4,0.4,0.3,1.7,0,3.9,-2.5,9.4,0,0,5,37,1,57,20,32,21,55,14,10,37,36,39,25,19,27,27,21,19,27,20,32,20,11,29,51,28,16,2,5,"24,011,610,612,743",195,0
593,2601,Andreas Glyniadakis,1610612760,SEA,25,13,3,10,0.231,6.2,0.6,1.3,0.471,0,0,0,0.1,0.2,0.5,0.2,0.5,0.6,0.1,0.7,0,0,0.1,1.5,0.2,1.3,-2.1,1.5,0,0,60,66,57,68,63,65,68,20,49,60,49,73,73,66,69,73,76,68,34,72,63,69,32,75,70,61,77,23,1,5,"26,011,610,612,760",,0
595,2351,Oscar Torres,1610612745,HOU,25,65,20,45,0.308,16.6,2.1,5.2,0.396,0.6,1.9,0.294,1.3,1.6,0.781,0.7,1.2,1.9,0.6,0.8,0.4,0.1,0.4,1,0,6,-2.5,10,0,0,19,28,10,50,20,21,17,43,10,10,19,18,20,14,36,39,37,38,33,28,40,22,47,16,20,55,31,23,2,5,"23,511,610,612,745",,0
596,2657,Yuta Tabuse,1610612756,PHX,24,4,4,0,1,4.3,0.3,1.5,0.167,0.3,0.3,1,1,1,1,0.5,0.5,1,0.8,0.3,0,0,0,0.3,0,1.8,-0.5,3.8,0,0,66,54,69,1,58,65,56,66,23,35,1,21,34,1,36,52,49,35,60,60,56,59,66,1,57,25,55,23,2,5,"26,571,610,612,756",,0
597,2047,Quentin Richardson,1610612746,LAC,21,76,28,48,0.368,17.8,3.1,6.9,0.442,0.7,2,0.331,1.3,2.1,0.627,1.4,2,3.4,0.8,0.8,0.6,0.1,0.6,1.3,0,8.1,-1.5,14.4,1,0,9,15,8,44,16,10,10,21,7,6,19,12,11,38,11,14,12,23,25,17,44,6,35,1,10,40,12,7,2,5,"20,471,610,612,746",72,0
598,2428,Vincent Yarbrough,1610612743,DEN,22,59,9,50,0.153,23.4,2.8,7.3,0.393,0.4,1.3,0.269,0.8,1.1,0.79,0.6,2.1,2.7,2.2,1.4,1,0.6,0.3,2.5,0,6.9,-3.1,16.7,0,0,24,44,8,60,12,11,11,32,17,15,33,25,31,13,24,15,17,8,13,7,10,33,10,4,14,53,12,16,2,5,"24,281,610,612,743",,0
599,101138,Brandon Bass,1610612740,NOK,21,29,14,15,0.483,9.3,1,2.4,0.4,0,0,0,0.4,0.7,0.632,0.6,1.7,2.3,0.1,0.4,0.1,0.2,0.3,0.6,0.7,2.3,-1.7,6,0,0,43,40,42,41,43,52,50,54,53,61,53,55,55,56,33,23,21,77,65,71,24,32,70,49,50,67,49,23,2,5,"1,011,381,610,612,740",65,0
600,2215,Jason Collins,1610612751,NJN,23,77,47,30,0.61,18.2,1.5,3.6,0.421,0,0,0.5,1.5,2.1,0.701,1.7,2.2,3.9,1.1,0.9,0.4,0.6,0.4,2.2,0.1,4.5,1.3,12.8,3,0,9,3,19,11,18,31,30,32,32,48,1,14,14,36,6,21,11,20,22,30,13,20,16,2,27,4,21,6,2,5,"22,151,610,612,751",122,0
601,201167,Arron Afflalo,1610612765,DET,22,75,55,20,0.733,12.9,1.3,3.2,0.411,0.1,0.6,0.208,0.9,1.2,0.782,0.5,1.3,1.8,0.7,0.5,0.4,0.1,0.4,1.1,0.9,3.7,1.6,8,0,0,10,2,28,9,30,39,34,37,26,25,31,26,26,16,39,34,38,29,44,25,42,23,35,31,36,7,36,20,1,5,"2,011,671,610,612,760",64,0
602,200801,Hassan Adams,1610612751,NJN,23,61,31,30,0.508,8.1,1.2,2.2,0.556,0,0,0,0.4,0.6,0.667,0.6,0.7,1.3,0.2,0.4,0.3,0.1,0.2,0.8,0.4,2.9,-0.3,5.4,0,0,23,14,27,26,53,42,49,5,49,59,49,57,59,40,39,56,53,56,68,44,52,47,60,65,46,26,51,23,1,5,"2,008,011,610,612,750",,0
603,1820,Kelly McCarty,1610612743,DEN,23,2,1,1,0.5,2.1,1,1.5,0.667,0,0,0,0,0,0,1,0.5,1.5,0,1,0,0,0,0,0,2,0.5,2.8,0,0,57,57,56,30,63,41,53,4,37,46,37,57,57,57,19,51,35,56,19,55,47,55,63,12,51,15,56,16,1,5,"18,201,610,612,743",,0
604,101179,Ronnie Price,1610612758,SAC,23,29,15,14,0.517,5.2,0.7,2,0.362,0.2,0.9,0.222,0.4,0.4,1,0.2,0.3,0.5,0.4,0.3,0.2,0,0.1,0.3,0.3,2.1,-1.1,3.5,0,0,43,39,45,32,74,66,62,70,28,28,40,55,69,1,74,76,77,49,68,54,63,65,81,73,59,49,71,23,2,5,"1,011,791,610,612,750",234,0
605,101110,Martell Webster,1610612757,POR,19,61,11,50,0.18,17.5,2.3,5.7,0.399,1.1,3,0.357,1,1.2,0.859,0.5,1.7,2.1,0.6,0.7,0.3,0.2,0.2,1.5,1,6.6,-4.1,11,0,0,23,53,7,81,21,21,18,58,7,5,15,24,34,13,38,26,28,41,35,36,26,42,34,32,22,78,26,23,2,5,"1,011,101,610,612,750",106,0
606,1070,Devin Gray,1610612745,HOU,28,21,7,14,0.333,5.9,0.7,1.8,0.405,0,0,0,0.9,1.4,0.655,0.5,0.7,1.2,0.2,0.2,0.2,0.1,0.1,1,0,2.3,-0.5,5.1,0,0,42,42,36,47,52,47,52,29,34,46,34,26,25,38,38,49,47,49,56,39,31,49,41,41,41,25,45,18,4,5,"10,701,610,612,745",,0
607,101215,Will Conroy,1610612746,LAC,24,7,1,6,0.143,7.3,0,0.4,0,0,0,0,0,0.6,0,0.4,0.6,1,1.3,0.3,0,0,0,1,0.6,0,-1.6,2.8,0,0,70,72,64,74,58,77,80,77,49,60,49,75,60,75,50,67,58,14,71,72,63,71,53,55,78,49,72,23,1,5,"1,012,151,610,612,740",,0
608,101214,Jawad Williams,1610612739,CLE,26,10,7,3,0.7,2,0.5,1.2,0.417,0.2,0.6,0.333,0,0,0,0.1,0.1,0.2,0,0.1,0.1,0,0.2,0.2,0,1.2,0.3,1.6,0,0,52,51,55,9,61,56,57,41,26,28,20,55,57,55,57,61,61,57,58,54,53,45,59,57,56,14,57,23,2,5,"1,012,141,610,612,730",,0
609,1600,Kornel David,1610612741,CHI,27,50,13,37,0.26,18,2.2,4.9,0.449,0,0,0,1.8,2.2,0.811,1.4,2.1,3.5,0.8,1,0.5,0.3,0.3,1.8,0,6.2,-4.9,13,2,0,1,24,4,50,16,19,21,23,37,45,37,13,15,11,11,19,12,24,24,25,20,37,27,12,18,64,18,8,1,5,"16,001,610,612,741",167,0
610,202083,Wesley Matthews,1610612762,UTA,23,82,53,29,0.646,24.7,3.3,6.9,0.483,0.8,2,0.382,2,2.4,0.829,0.6,1.7,2.3,1.5,1.1,0.8,0.2,0.5,1.9,2,9.4,2.5,16.2,0,0,1,1,27,11,11,14,17,16,15,14,13,9,11,8,27,26,29,17,15,11,27,17,20,9,10,2,18,22,5,5,"2,020,831,610,612,760",70,0
611,2049,Speedy Claxton,1610612755,PHI,24,67,36,31,0.537,22.8,2.7,6.7,0.4,0.1,0.5,0.121,1.7,2,0.838,0.7,1.7,2.4,3,1.4,1.4,0.1,0.7,2.2,0,7.2,-0.5,17.6,0,0,18,12,17,18,12,13,12,40,30,26,33,10,16,8,38,26,28,5,8,4,47,7,17,16,12,25,11,23,2,5,"20,491,610,612,755",98,0
612,2054,Jake Tsakalidis,1610612756,PHX,22,57,36,21,0.632,16.6,1.8,3.8,0.47,0,0,0,0.9,1.6,0.593,1.5,2.8,4.2,0.3,1.2,0.2,1,0.5,2.4,0,4.5,-1,12.3,0,0,21,8,28,16,21,24,28,14,33,51,33,23,19,44,8,7,6,41,15,45,6,20,7,1,29,29,19,11,2,5,"20,541,610,612,756",,0
613,200792,Alexander Johnson,1610612763,MEM,24,59,15,44,0.254,12.8,1.5,2.9,0.538,0,0,0,1.3,2,0.661,0.8,2.2,3.1,0.3,0.8,0.4,0.6,0.3,2.3,1.7,4.4,-0.2,10.8,3,0,26,45,8,63,33,35,42,8,49,60,49,16,15,44,20,16,16,52,26,27,10,25,9,16,33,24,25,7,1,5,"2,007,921,610,612,760",,0
614,2760,Anderson Varejao,1610612739,CLE,22,54,27,27,0.5,16.1,1.8,3.6,0.513,0,0,0,1.3,2.4,0.535,2,2.7,4.8,0.5,0.5,0.8,0.7,0.4,2.3,0,4.9,1.6,15.3,0,0,26,18,25,30,24,25,34,11,40,47,40,15,10,56,5,9,9,43,46,14,8,24,19,1,26,5,14,23,2,5,"27,601,610,612,739",55,0
615,101235,Kelenna Azubuike,1610612744,GSW,23,41,18,23,0.439,16.3,2.4,5.4,0.445,0.8,1.9,0.43,1.5,1.9,0.782,0.6,1.7,2.3,0.7,1,0.5,0.2,0.4,1.2,1.4,7.1,-3.9,12.3,0,0,42,40,40,33,23,16,18,30,9,13,6,12,17,20,33,25,28,34,19,18,25,15,43,21,12,80,21,23,1,5,"1,012,351,610,612,740",86,0
616,201164,Rudy Fernandez,1610612757,POR,24,78,52,26,0.667,25.5,3.4,8.1,0.425,2,5.1,0.399,1.5,1.8,0.839,0.6,2.1,2.7,2,1.1,0.9,0.2,0.1,1.4,1.7,10.4,3,18.7,0,0,13,2,32,11,11,13,10,38,1,1,8,16,21,11,31,21,26,9,19,7,39,53,40,18,11,4,15,23,2,5,"2,011,641,610,612,750",141,0
617,1540,Eric Washington,1610612743,DEN,24,66,7,59,0.106,23.3,3,7.5,0.404,0.7,2.1,0.321,1,1.3,0.783,0.7,1.2,1.9,1.2,1.1,0.8,0.4,0.4,2.2,0,7.7,-7.9,14.3,0,0,15,44,3,61,12,16,14,33,5,4,21,32,35,17,27,28,29,21,25,11,15,24,18,12,16,64,20,18,1,5,"15,401,610,612,743",,0
618,1907,Vonteego Cummings,1610612744,GSW,24,75,19,56,0.253,23.9,3.5,8.7,0.405,0.7,2,0.325,1.7,2.3,0.751,0.8,1.7,2.5,3.3,1.8,1.2,0.2,0.6,2.3,0.2,9.4,-3.6,19.7,2,0,11,24,3,52,12,10,9,30,8,6,13,10,9,14,27,20,22,8,9,4,28,9,12,22,9,54,9,9,4,5,"19,071,610,612,744",154,0
619,2545,Darko Milicic,1610612765,DET,19,34,29,5,0.853,4.7,0.5,1.9,0.262,0,0,0,0.4,0.7,0.583,0.3,0.9,1.3,0.2,0.4,0.2,0.4,0.3,1,0,1.4,-1.3,4.8,0,0,41,15,53,2,58,57,56,61,41,50,41,51,45,53,47,45,45,57,57,50,12,37,51,5,59,41,53,24,2,5,"25,451,610,612,765",128,0
620,2447,Tamar Slay,1610612751,NJN,23,36,29,7,0.806,7.6,1.1,2.9,0.379,0.2,0.7,0.28,0.2,0.3,0.7,0.2,0.6,0.9,0.4,0.6,0.4,0.1,0.1,0.9,0,2.6,-0.4,5,0,0,41,15,52,1,47,41,40,38,27,28,31,51,54,32,51,49,49,45,41,26,45,53,50,11,41,24,46,16,2,5,"24,471,610,612,751",,0
621,200796,Leon Powe,1610612738,BOS,23,63,19,44,0.302,11.4,1.3,2.8,0.446,0,0,0,1.7,2.3,0.736,1.5,1.9,3.4,0.2,0.7,0.2,0.3,0.2,1.7,2,4.2,-0.6,9.5,1,0,21,34,8,56,41,41,43,29,49,54,49,8,10,24,6,21,13,65,30,48,17,37,24,5,35,36,31,14,1,5,"2,007,961,610,612,730",148,0
622,2570,Kendrick Perkins,1610612738,BOS,19,10,4,6,0.4,3.5,0.8,1.5,0.533,0,0,0,0.6,0.9,0.667,0.5,0.9,1.4,0.3,0.5,0,0.2,0.1,0.6,0,2.2,1.8,4.4,0,0,53,52,50,40,63,49,59,2,41,55,41,35,38,40,38,47,43,54,52,59,30,56,58,5,48,4,55,24,2,5,"25,701,610,612,738",81,0
623,1522,Keith Booth,1610612741,CHI,23,6,4,2,0.667,2.8,0.3,1,0.333,0,0.2,0,1,1,1,0.3,0.3,0.7,0.2,0.5,0,0,0.2,0.5,0,1.7,-0.7,2.2,0,0,60,55,59,11,62,60,59,53,40,35,40,31,39,1,44,58,55,55,47,62,58,49,59,19,52,29,63,18,1,5,"15,221,610,612,741",,0
624,201590,Donte Greene,1610612758,SAC,21,55,11,44,0.2,13.2,1.4,4.3,0.326,0.5,1.8,0.26,0.5,0.6,0.853,0.3,1.2,1.6,0.5,0.7,0.3,0.3,0.3,1.2,0.7,3.8,-3,7.5,0,0,32,43,12,59,35,42,33,56,16,15,25,46,51,9,44,39,45,37,36,39,29,34,44,46,43,48,46,23,2,5,"2,015,901,610,612,750",172,0
625,101139,CJ Miles,1610612762,UTA,19,23,7,16,0.304,8.8,1.2,3.3,0.368,0.2,0.9,0.25,0.8,1,0.75,0.8,0.9,1.7,0.7,0.4,0.3,0.1,0.3,0.9,0.8,3.4,0,7.2,0,0,50,64,39,72,48,41,34,68,27,29,34,33,40,34,21,57,45,37,64,42,49,36,64,42,38,19,38,23,2,5,"1,011,391,610,612,760",128,0
626,1508,Maurice Taylor,1610612746,LAC,21,71,16,55,0.225,21.3,4.5,9.5,0.476,0,0,0,2.4,3.4,0.709,1.7,2.5,4.2,0.7,1.5,0.5,0.6,0.5,3.1,0,11.5,-3.6,19.2,3,0,13,27,6,49,17,6,6,10,40,52,40,8,6,30,7,12,10,33,17,26,10,16,5,14,7,55,12,9,1,5,"15,081,610,612,746",69,0
627,1943,Wayne Turner,1610612738,BOS,24,3,3,0,1,13.4,0.3,2,0.167,0,0,0,0.7,2,0.333,0.3,0.7,1,1.7,1,0,0,0,1.3,0.3,1.3,0.7,4,0,0,57,53,60,1,25,57,47,58,34,46,34,32,13,55,46,49,50,17,20,57,50,57,34,7,55,10,53,18,4,5,"19,431,610,612,738",,0
628,2750,Pavel Podkolzin,1610612742,DAL,20,5,4,1,0.8,1.5,0,0,0,0,0,0,0.2,0.4,0.5,0,0.4,0.4,0,0.4,0,0,0,0.8,0,0.2,-0.6,0.3,0,0,63,54,65,3,69,67,70,67,40,54,40,59,57,57,64,56,61,64,50,60,56,59,52,1,67,33,69,23,2,5,"27,501,610,612,742",,0
629,201579,Roy Hibbert,1610612754,IND,22,70,29,41,0.414,14.4,2.8,6,0.471,0,0,0,1.4,2.1,0.667,1.6,1.8,3.5,0.7,0.8,0.3,1.1,0.7,3.1,1.9,7.1,-0.9,15.6,0,0,22,20,18,38,30,20,20,23,34,49,34,21,16,44,10,25,18,35,31,40,6,12,5,15,22,31,19,23,2,5,"2,015,791,610,612,750",40,0
630,200798,Cheikh Samb,1610612765,DET,23,4,2,2,0.5,7.8,0.8,1,0.75,0,0,0,0.3,0.5,0.5,0.8,1,1.8,0,0.3,0.3,0.5,0,2,0.3,1.8,0.8,5.9,0,0,60,56,56,23,47,49,61,1,38,48,38,53,52,52,29,41,39,60,54,40,15,60,16,58,50,11,45,20,1,5,"2,007,981,610,612,760",,0
631,201196,Ramon Sessions,1610612749,MIL,22,17,2,15,0.118,26.4,3,6.9,0.436,0.2,0.4,0.429,1.9,2.4,0.78,0.5,2.9,3.4,7.5,2.1,1,0.2,0.2,1.5,3,8.1,-2.6,24.8,3,0,41,56,35,62,7,15,13,27,23,31,1,8,10,17,40,10,18,1,2,2,32,39,29,2,13,50,3,7,1,5,"2,011,961,610,612,740",80,0
632,101148,Mile Ilic,1610612751,NJN,23,5,3,2,0.6,1.2,0,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0,0.6,0,0,0.2,0.2,0,0,-3.4,-0.4,0,0,74,66,74,14,80,77,78,77,49,60,49,75,76,75,77,76,78,73,42,72,63,42,79,78,78,77,79,23,1,5,"1,011,481,610,612,750",,0
633,101160,Lawrence Roberts,1610612763,MEM,23,33,23,10,0.697,5.5,0.6,1.3,0.455,0,0.1,0,0.3,0.7,0.478,0.8,0.7,1.5,0.2,0.2,0.2,0.1,0.1,0.9,0.5,1.5,0.1,4.3,1,0,40,27,55,9,72,71,72,26,53,55,53,62,51,70,20,64,48,72,79,49,55,71,62,54,72,16,66,15,2,5,"1,011,601,610,612,760",,0
634,1108,Tony Farmer,1610612766,CHH,28,27,16,11,0.593,6.2,0.6,2,0.321,0.1,0.3,0.222,1.1,1.4,0.795,0.6,0.6,1.2,0.2,0.3,0.4,0.1,0.3,0.9,0,2.5,-0.7,5.4,0,0,43,27,42,16,48,51,48,58,27,31,31,25,31,16,31,47,41,54,56,32,37,34,49,4,47,29,43,18,1,5,"11,081,610,612,766",169,0
635,1926,Ryan Robertson,1610612758,SAC,23,1,0,1,0,24.6,2,6,0.333,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,5,-15,5,0,0,60,61,56,61,11,23,17,48,34,7,34,23,35,1,58,60,60,58,59,57,50,57,59,1,22,62,46,18,4,5,"19,261,610,612,758",,0
638,2736,Luol Deng,1610612741,CHI,20,61,36,25,0.59,27.2,4.6,10.6,0.434,0.5,1.9,0.265,2,2.7,0.741,1.5,3.8,5.3,2.2,1.9,0.8,0.4,0.8,1.6,0,11.7,2.6,23.1,3,0,24,11,28,17,7,3,3,31,12,7,29,8,8,20,11,6,7,7,4,13,12,5,36,1,4,1,5,8,2,5,"27,361,610,612,741",34,0
639,101230,Noel Felix,1610612760,SEA,24,12,7,5,0.583,6.8,0.5,2.1,0.24,0.1,0.3,0.333,0.4,0.7,0.625,0.3,0.8,1.1,0.2,0.7,0.2,0.3,0.3,1.1,0.4,1.5,-0.4,3.6,0,0,72,64,72,22,64,74,58,80,43,47,18,54,54,59,62,58,61,70,37,60,23,40,55,69,73,30,70,23,2,5,"1,012,301,610,612,760",,0
640,1863,Earl Boykins,1610612739,CLE,23,22,8,14,0.364,10,1.4,3.6,0.38,0.1,0.8,0.167,0.1,0.1,0.667,0.3,0.5,0.8,1.5,0.9,0.3,0,0.1,0.9,0,3,-2,6,0,0,37,34,32,43,37,35,31,42,24,20,30,56,56,33,46,54,53,14,26,36,47,52,45,12,40,45,42,16,1,5,"18,631,610,612,739",91,0
642,2223,Samuel Dalembert,1610612755,PHI,22,34,18,16,0.529,5.2,0.6,1.5,0.44,0,0,0,0.2,0.5,0.389,0.7,1.3,2,0.1,0.4,0.2,0.4,0.1,0.9,0,1.5,-0.4,5.4,0,0,37,33,38,22,62,56,63,24,34,51,34,64,56,65,33,38,34,60,52,51,27,52,49,16,58,24,51,23,2,5,"22,231,610,612,755",55,0
643,201611,Henry Walker,1610612738,BOS,21,29,23,6,0.793,7.4,1.2,2,0.621,0,0,0,0.6,0.8,0.696,0.3,0.7,1,0.4,0.6,0.2,0.1,0.2,1.8,0.6,3,-2.1,5.1,0,0,44,26,48,4,50,45,51,4,34,44,34,44,44,38,48,50,50,42,39,49,46,48,27,48,46,43,50,23,2,5,"2,016,111,610,612,730",,0
644,2074,Jabari Smith,1610612758,SAC,24,9,5,4,0.556,7.3,1.2,2.4,0.5,0,0,0,0.4,0.7,0.667,0.1,0.8,0.9,0.7,0.3,0.4,0,0,0.8,0,2.9,-0.3,6,0,0,53,49,53,26,49,35,43,7,33,51,33,46,47,34,59,51,55,30,58,24,56,63,53,1,39,23,41,11,2,5,"20,741,610,612,758",,0
646,201174,Nick Fazekas,1610612746,LAC,23,26,5,21,0.192,10.3,1.8,3.2,0.561,0,0.1,0,0.6,0.8,0.682,1.3,2.1,3.4,0.4,0.5,0.3,0.4,0.2,1,0.7,4.1,0.5,10.6,0,0,38,47,27,59,36,28,38,4,38,41,38,37,38,28,15,22,17,37,40,35,17,44,39,41,32,14,26,20,1,5,"2,011,741,610,612,740",,0
647,1965,Rick Hughes,1610612742,DAL,26,21,4,17,0.19,10.7,1.7,3.4,0.486,0,0,0,0.6,1.2,0.462,1.1,1.2,2.3,0.4,0.7,0.1,0,0.6,1.4,0,3.9,0.9,7.3,0,0,42,51,33,58,35,25,31,7,34,41,34,36,30,53,17,33,25,41,32,50,45,10,31,41,26,8,36,18,4,5,"19,651,610,612,742",,0
648,2693,Keith McLeod,1610612750,MIN,24,33,22,11,0.667,11.7,0.8,2.5,0.329,0,0.3,0.1,1,1.3,0.767,0.2,0.9,1,1.8,0.9,0.5,0,0.1,1.2,0,2.7,-2,7.3,0,0,42,28,43,8,35,48,49,56,40,37,39,19,24,24,59,49,54,13,29,30,52,59,42,5,44,52,39,24,2,5,"26,931,610,612,750",,0
649,200806,Damir Markota,1610612749,MIL,21,30,7,23,0.233,5.7,0.6,1.7,0.365,0.2,0.5,0.375,0.2,0.4,0.636,0.4,0.7,1,0.2,0.5,0.1,0,0.2,0.7,0.4,1.7,-1.5,3.1,0,0,50,56,40,67,68,62,60,60,34,38,12,68,68,49,56,58,57,57,50,67,55,35,63,72,62,46,68,23,1,5,"2,008,061,610,612,740",,0
650,1715,Jason Williams,1610612758,SAC,23,50,27,23,0.54,36.1,4.6,12.3,0.374,2,6.5,0.31,1.6,2.1,0.752,0.3,2.8,3.1,6,2.9,1.9,0,0.2,1.8,0,12.8,-0.9,28.4,5,0,1,6,13,24,1,5,3,47,1,1,18,14,16,19,49,6,17,2,2,1,46,47,23,12,5,31,4,5,1,5,"17,151,610,612,758",63,0
651,101183,Shavlik Randolph,1610612755,PHI,22,57,23,34,0.404,8.5,0.8,1.7,0.454,0,0,0,0.8,1.2,0.606,1,1.4,2.3,0.3,0.4,0.3,0.2,0.2,1.5,1,2.3,0.4,6.9,0,0,29,27,24,52,51,61,68,27,53,61,53,34,29,64,17,35,22,56,67,37,32,47,36,28,54,11,41,23,2,5,"1,011,831,610,612,750",,0
652,201606,Sean Singletary,1610612766,CHA,23,37,19,18,0.514,8.2,0.8,2.3,0.365,0.3,0.7,0.4,0.5,0.6,0.857,0.3,0.7,0.9,0.8,0.6,0.3,0,0.2,1.2,0.5,2.4,-1.8,5,0,0,41,32,40,24,48,50,47,52,24,27,7,49,52,7,49,52,53,32,38,38,53,46,45,53,50,42,51,23,2,5,"2,016,061,610,612,760",,0
653,200984,Lance Allred,1610612739,CLE,27,3,0,3,0,3.4,0.3,1.3,0.25,0,0,0,0.3,0.7,0.5,0,0.3,0.3,0,0,0,0,0,0.3,0.3,1,-4.3,1.4,0,0,62,64,53,64,61,61,59,60,38,48,38,48,46,52,59,59,62,60,59,55,51,60,57,54,59,56,63,20,1,5,"2,009,841,610,612,730",,0
654,2410,Fred Jones,1610612754,IND,24,19,12,7,0.632,5.9,0.5,1.3,0.375,0.1,0.4,0.286,0.2,0.2,0.75,0.2,0.3,0.5,0.3,0.3,0.3,0.1,0.2,0.7,0,1.2,-0.8,3,0,0,48,40,52,9,54,58,62,39,35,33,29,54,56,21,53,62,59,51,58,34,51,46,53,11,60,27,60,16,2,5,"24,101,610,612,754",120,0
655,202068,Marcus Landry,1610612738,BOS,24,18,7,11,0.389,6.1,0.9,2.4,0.372,0.5,1.6,0.321,0.2,0.3,0.6,0.3,0.8,1.1,0,0.3,0.1,0.1,0.1,0.8,0.3,2.4,0.2,3.9,0,0,47,50,44,36,49,48,46,48,20,18,25,52,52,45,44,46,45,54,48,52,39,48,44,51,49,14,51,22,5,5,"2,020,681,610,612,730",,0
656,1928,Todd MacCulloch,1610612755,PHI,24,56,37,19,0.661,9.4,1.6,2.9,0.553,0,0,0,0.5,1,0.519,0.9,1.8,2.6,0.2,0.5,0.2,0.7,0.2,1.7,0,3.7,0.4,9.3,2,0,21,8,31,15,38,27,36,3,34,46,34,40,38,47,22,19,20,50,43,45,8,42,23,45,29,13,25,9,4,5,"19,281,610,612,755",,0
